id,country,origin_country,shipment_mode_clean,textile_type,weight_raw,weight_unit,weight_kg,distance_km,emission_factor,carbon_footprint_kg_co2e,carbon_intensity_per_km,freight_cost_usd,line_item_value
49085,Sudan,Unkown,Air,Recycled Polyester,2,kg,2.0,7000.0,0.602,8.427999999999999,0.0012039999999999998,942.64,32.0
49116,Tanzania,United Kingdom,Air,Organic Cotton,261,lbs,261.0,7483.431,0.602,1175.811645582,0.157122,2569.33,8259.76
49150,Ethiopia,Unkown,Air,Recycled Polyester,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Invoiced Separately,1276.0
49169,Rwanda,India,Air,Organic Cotton,561,kg,561.0,7000.0,0.602,2364.054,0.337722,5610.17,62335.2
49211,South Africa,India,Ocean,Organic Cotton,6220,tonnes,6220.0,8450.0,0.0117,614.9403,0.07277399999999999,7175.28,157556.0
49214,Rwanda,India,Air,Organic Cotton,3539,kg,3539.0,7000.0,0.602,14913.346,2.130478,16769.43,186327.0
49225,Vietnam,India,Air,Organic Cotton,1056,kg,1056.0,4100.0,0.602,2606.4192000000003,0.635712,2160.52,22654.8
49254,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,4896.7
49320,Uganda,Germany,Air,Organic Cotton,62,lbs,62.0,6500.0,0.602,242.606,0.037323999999999996,1060.22,2938.65
49359,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,185776.9
49363,South Sudan,Unkown,Air,Recycled Polyester,See ASN-19428 (ID#:12981),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See ASN-19428 (ID#:12981),225.0
49366,South Africa,India,Ocean,Organic Cotton,Weight Captured Separately,tonnes,1047.0,8450.0,0.0117,103.511655,0.012249900000000001,Freight Included in Commodity Cost,181432.98
49378,Zambia,Unkown,Air,Recycled Polyester,1907,kg,1907.0,7000.0,0.602,8036.098,1.148014,17975.84,176000.0
49380,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,19410.49
49386,South Africa,India,Ocean,Organic Cotton,3658,tonnes,3658.0,8450.0,0.0117,361.64817,0.0427986,12796.59,349431.76
49387,South Sudan,Unkown,Air,Recycled Polyester,262,kg,262.0,7000.0,0.602,1104.068,0.157724,4669.02,23968.0
49405,Kenya,Japan,Air,Recycled Polyester,1427,kg,1427.0,7000.0,0.602,6013.378,0.859054,15353.45,229442.0
49406,Tanzania,Unkown,Air,Recycled Polyester,204,kg,204.0,7000.0,0.602,859.656,0.12280799999999999,2788.07,40320.0
49429,Uganda,Unkown,Air,Recycled Polyester,1323,kg,1323.0,7000.0,0.602,5575.121999999999,0.7964459999999999,16337.04,243760.0
49435,Ghana,India,Air,Organic Cotton,2343,kg,2343.0,7000.0,0.602,9873.402,1.410486,20464.55,51480.0
49436,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,870.41
49494,Vietnam,India,Air,Organic Cotton,See ASN-27809 (ID#:13106),kg,1047.0,4100.0,0.602,2584.2054,0.6302939999999999,See ASN-27809 (ID#:13106),32508.0
49498,Uganda,Unkown,Air,Organic Cotton,39,kg,39.0,7000.0,0.602,164.346,0.023478,433,21645.0
49529,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,524304.06
49535,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,789.03
49540,South Sudan,India,Air,Organic Cotton,34,kg,34.0,7000.0,0.602,143.276,0.020468,1191.93,781.25
49585,Mozambique,India,Air,Organic Cotton,34074,kg,34074.0,7200.0,0.602,147690.3456,20.512548,146734.85,2027500.0
49587,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,3857.34
49607,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,121.46
49653,Uganda,Unkown,Air,Organic Cotton,See ASN-22706 (ID#:46447),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See ASN-22706 (ID#:46447),19114.2
49656,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,790.81
49660,South Sudan,Unkown,Air,Recycled Polyester,See ASN-31765 (ID#:41640),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See ASN-31765 (ID#:41640),320.0
49694,South Africa,India,Ocean,Organic Cotton,3534,tonnes,3534.0,8450.0,0.0117,349.38891,0.041347800000000004,17919.41,513319.9
49749,South Sudan,Unkown,Air,Recycled Polyester,See ASN-19142 (ID#:22600),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See ASN-19142 (ID#:22600),575.0
49760,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,91.48
49765,"Congo, DRC",Unkown,Air,Recycled Polyester,See ASN-31750 (ID#:19272),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See ASN-31750 (ID#:19272),288.0
49796,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,4145.72
49829,Burundi,Unkown,Air,Recycled Polyester,1133,kg,1133.0,7000.0,0.602,4774.4619999999995,0.682066,20572.96,223680.0
49832,South Sudan,Unkown,Air,Recycled Polyester,See ASN-20331 (ID#:34113),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See ASN-20331 (ID#:34113),22250.0
49837,Rwanda,Germany,Air,Organic Cotton,43,lbs,43.0,7000.0,0.602,181.202,0.025886,1046.02,753.5
49859,Côte d'Ivoire,Unkown,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Freight Included in Commodity Cost,350784.0
49875,Haiti,Unkown,Air,Recycled Polyester,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Freight Included in Commodity Cost,466000.0
49881,South Africa,India,Ocean,Organic Cotton,11603,tonnes,11603.0,8450.0,0.0117,1147.1305949999999,0.1357551,10748.8,826674.8
49907,Malawi,India,Ocean,Organic Cotton,6778,tonnes,6778.0,7000.0,0.0117,555.1182,0.0793026,15020.21,689400.0
49919,Vietnam,India,Air,Organic Cotton,974,kg,974.0,4100.0,0.602,2404.0268,0.586348,1069.31,56700.0
49926,Côte d'Ivoire,Unkown,Air,Recycled Polyester,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Invoiced Separately,81900.0
49957,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,18698.88
50031,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,1196.97
50078,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,846.07
50109,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,136.19
50220,"Congo, DRC",Unkown,Air,Recycled Polyester,See ASN-28279 (ID#:13547),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See ASN-28279 (ID#:13547),2240.0
50231,Vietnam,India,Air,Organic Cotton,749,kg,749.0,4100.0,0.602,1848.6818,0.450898,7488.39,2399.39
50235,Zimbabwe,Unkown,Air,Recycled Polyester,See ASN-31132 (ID#:36641),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See ASN-31132 (ID#:36641),32500.0
50255,Vietnam,India,Air,Organic Cotton,See ASN-6266 (ID#:15368),kg,1047.0,4100.0,0.602,2584.2054,0.6302939999999999,See ASN-6266 (ID#:15368),15103.2
50261,Zimbabwe,Unkown,Air Charter,Organic Cotton,1764,kg,1764.0,7000.0,0.75,9261.0,1.323,13959.22,83700.0
50287,Zambia,India,Air,Organic Cotton,356,kg,356.0,7600.0,0.602,1628.7712,0.21431199999999997,2543.67,40040.0
50294,Zimbabwe,India,Air Charter,Organic Cotton,5163,kg,5163.0,7900.0,0.75,30590.775,3.87225,41158.49,170040.0
50301,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,332.32
50309,Uganda,India,Air,Organic Cotton,8,kg,8.0,6200.0,0.602,29.8592,0.004816,1021.34,336.0
50314,South Africa,India,Ocean,Organic Cotton,5624,tonnes,5624.0,8450.0,0.0117,556.01676,0.06580079999999999,7378.63,565950.0
50316,Nigeria,Japan,Air,Recycled Polyester,2305,kg,2305.0,7000.0,0.602,9713.27,1.38761,43338.93,385360.0
50345,Swaziland,India,Air,Organic Cotton,3295,kg,3295.0,7000.0,0.602,13885.13,1.98359,17214.74,272000.0
50380,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,1068.21
50383,Tanzania,Unkown,Air,Organic Cotton,See ASN-13952 (ID#:16173),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See ASN-13952 (ID#:16173),21000.0
50438,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,85.3
50483,Rwanda,India,Air,Organic Cotton,24,kg,24.0,7000.0,0.602,101.136,0.014447999999999999,280.23,2.5
50498,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,228.01
50514,Haiti,Unkown,Air,Recycled Polyester,1825,kg,1825.0,7000.0,0.602,7690.55,1.0986500000000001,17758.82,450000.0
50524,South Africa,United Kingdom,Truck,Organic Cotton,Weight Captured Separately,lbs,1047.0,9672.1334,0.0626,633.93290172948,0.0655422,Freight Included in Commodity Cost,4835.18
50581,Zambia,Japan,Air,Recycled Polyester,1094,kg,1094.0,7000.0,0.602,4610.116,0.658588,24400.67,226800.0
50607,Haiti,India,Air,Organic Cotton,203,kg,203.0,16200.0,0.602,1979.7372000000003,0.12220600000000001,2228.92,27750.0
50613,Vietnam,India,Air,Organic Cotton,See ASN-6250 (ID#:17228),kg,1047.0,4100.0,0.602,2584.2054,0.6302939999999999,See ASN-6250 (ID#:17228),12600.0
50626,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,132.03
50636,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,174.67
50662,Zambia,Unkown,Air,Recycled Polyester,2304,kg,2304.0,7000.0,0.602,9709.055999999999,1.3870079999999998,33525.96,224000.0
50665,Côte d'Ivoire,Germany,Air,Organic Cotton,2598,lbs,2598.0,4700.0,0.602,7350.7811999999985,1.5639959999999997,15873.33,381849.6
50706,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,31.73
50723,Namibia,Unkown,Air,Recycled Polyester,177,kg,177.0,7000.0,0.602,745.8779999999999,0.106554,3496.34,16640.0
50730,Haiti,Unkown,Air,Organic Cotton,26,kg,26.0,7000.0,0.602,109.564,0.015652,575.17,840.0
50739,South Africa,India,Ocean,Organic Cotton,10,tonnes,10.0,8450.0,0.0117,0.98865,0.000117,19518.98,541.2
50752,Mali,Unkown,Air,Recycled Polyester,66,kg,66.0,7000.0,0.602,278.12399999999997,0.039731999999999996,2572.91,12000.0
50754,South Africa,India,Ocean,Organic Cotton,7991,tonnes,7991.0,8450.0,0.0117,790.030215,0.0934947,9972.68,728489.65
50755,Haiti,India,Ocean,Organic Cotton,See ASN-18919 (ID#:14578),tonnes,1047.0,16200.0,0.0117,198.44838,0.0122499,See ASN-18919 (ID#:14578),24840.0
50758,Tanzania,Unkown,Air,Recycled Polyester,3997,kg,3997.0,7000.0,0.602,16843.358,2.406194,28620.81,287760.0
50798,Haiti,India,Ocean,Organic Cotton,See ASN-27659 (ID#:16881),tonnes,1047.0,16200.0,0.0117,198.44838,0.0122499,See ASN-27659 (ID#:16881),2359.5
50802,Tanzania,India,Air,Organic Cotton,632,kg,632.0,5900.0,0.602,2244.7376,0.38046399999999997,4168.19,62445.0
50876,Rwanda,India,Ocean,Organic Cotton,6589,tonnes,6589.0,7000.0,0.0117,539.6391,0.0770913,17075.43,278369.9
50893,South Africa,Unkown,Air,Organic Cotton,12374,kg,12374.0,7000.0,0.602,52144.036,7.449148,11865.62,320640.0
50901,Uganda,Unkown,Air,Recycled Polyester,2432,kg,2432.0,7000.0,0.602,10248.448,1.464064,23178.68,480000.0
50907,Burundi,Unkown,Air,Recycled Polyester,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Invoiced Separately,161440.0
50910,Haiti,India,Ocean,Organic Cotton,See ASN-30463 (ID#:15460),tonnes,1047.0,16200.0,0.0117,198.44838,0.0122499,See ASN-30463 (ID#:15460),210237.66
50918,Rwanda,India,Ocean,Organic Cotton,12077,tonnes,12077.0,7000.0,0.0117,989.1063,0.1413009,19328.36,501734.25
50968,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,6925.86
50971,Haiti,India,Air,Organic Cotton,26,kg,26.0,16200.0,0.602,253.5624,0.015652,304.63,775.2
50976,Rwanda,India,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Freight Included in Commodity Cost,91665.12
50985,South Sudan,Unkown,Air,Recycled Polyester,See ASN-29409 (ID#:20185),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See ASN-29409 (ID#:20185),920.0
51016,Nigeria,Unkown,Air,Recycled Polyester,2579,kg,2579.0,7000.0,0.602,10867.905999999999,1.5525579999999999,28759.53,566040.0
51034,Nigeria,Unkown,Air,Recycled Polyester,364,kg,364.0,7000.0,0.602,1533.896,0.219128,6522.64,79922.0
51046,Vietnam,India,Air,Organic Cotton,1479,kg,1479.0,4100.0,0.602,3650.4678000000004,0.8903580000000001,5180.86,35876.25
51063,South Africa,India,Ocean,Organic Cotton,Weight Captured Separately,tonnes,1047.0,8450.0,0.0117,103.511655,0.012249900000000001,Freight Included in Commodity Cost,43169.72
51073,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,11261.49
51098,Vietnam,India,Air,Organic Cotton,See ASN-9568 (ID#:29427),kg,1047.0,4100.0,0.602,2584.2054,0.6302939999999999,See ASN-9568 (ID#:29427),8100.0
51134,Côte d'Ivoire,Unkown,Air,Recycled Polyester,730,kg,730.0,7000.0,0.602,3076.22,0.43945999999999996,10351.26,144000.0
51148,Vietnam,India,Air,Organic Cotton,See ASN-9118 (ID#:42125),kg,1047.0,4100.0,0.602,2584.2054,0.6302939999999999,See ASN-9118 (ID#:42125),275000.0
51155,Haiti,Unkown,Air,Recycled Polyester,240,kg,240.0,7000.0,0.602,1011.36,0.14448,5362.39,35000.0
51165,Zambia,Unkown,Air,Recycled Polyester,3445,kg,3445.0,7000.0,0.602,14517.23,2.07389,39662.72,336000.0
51175,Nigeria,Japan,Air,Recycled Polyester,1284,kg,1284.0,7000.0,0.602,5410.776,0.772968,21821.97,214800.0
51217,Zimbabwe,United Kingdom,Air,Organic Cotton,1254,lbs,1254.0,7000.0,0.602,5284.356,0.7549079999999999,54424.24,38555.82
51225,South Africa,United Kingdom,Truck,Organic Cotton,Weight Captured Separately,lbs,1047.0,9672.1334,0.0626,633.93290172948,0.0655422,Freight Included in Commodity Cost,88.27
51233,Vietnam,India,Air,Organic Cotton,1030,kg,1030.0,4100.0,0.602,2542.246,0.6200600000000001,1593.67,16920.0
51267,Nigeria,Unkown,Air,Recycled Polyester,1247,kg,1247.0,7000.0,0.602,5254.858,0.750694,26859.39,256943.0
51268,Nigeria,Unkown,Air,Recycled Polyester,1235,kg,1235.0,7000.0,0.602,5204.29,0.74347,25577.15,244216.0
51275,Vietnam,India,Air,Organic Cotton,See ASN-19098 (ID#:21556),kg,1047.0,4100.0,0.602,2584.2054,0.6302939999999999,See ASN-19098 (ID#:21556),989.1
51340,Haiti,India,Air,Organic Cotton,176,kg,176.0,16200.0,0.602,1716.4224,0.10595199999999999,3456.02,16380.0
51346,South Africa,Germany,Truck,Organic Cotton,Weight Captured Separately,lbs,1047.0,9700.0,0.0626,635.75934,0.0655422,Freight Included in Commodity Cost,971.91
51380,Ethiopia,Unkown,Air,Recycled Polyester,780,kg,780.0,7000.0,0.602,3286.92,0.46956000000000003,7655.99,26950.0
51396,South Africa,India,Ocean,Organic Cotton,Weight Captured Separately,tonnes,1047.0,8450.0,0.0117,103.511655,0.012249900000000001,Freight Included in Commodity Cost,24676.8
51397,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,94179.41
51408,Nigeria,Unkown,Air,Recycled Polyester,1378,kg,1378.0,7000.0,0.602,5806.892,0.829556,32667.09,257299.0
51410,Haiti,Unkown,Ocean,Organic Cotton,3823,tonnes,3823.0,7000.0,0.0117,313.1037,0.0447291,11051.22,130528.2
51432,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,667.44
51435,Cameroon,Unkown,Air,Recycled Polyester,See ASN-16107 (ID#:32594),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See ASN-16107 (ID#:32594),250.0
51440,Zimbabwe,Unkown,Air,Recycled Polyester,See ASN-22818 (ID#:39794),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See ASN-22818 (ID#:39794),160000.0
51452,Botswana,Unkown,Air,Recycled Polyester,26,kg,26.0,7000.0,0.602,109.564,0.015652,659.27,1600.0
51467,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,488.0
51496,Senegal,India,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Invoiced Separately,200.0
51504,South Sudan,Unkown,Air,Recycled Polyester,See ASN-14092 (ID#:39053),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See ASN-14092 (ID#:39053),30171.0
51525,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,959.89
51531,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,56.85
51535,Haiti,Unkown,Air,Linen Blend,5,kg,5.0,7000.0,0.602,21.07,0.00301,5642.36,50520.6
51578,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,136.19
51579,"Congo, DRC",Unkown,Air,Recycled Polyester,See ASN-28279 (ID#:13547),kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,See ASN-28279 (ID#:13547),13536.0
51587,South Africa,India,Air,Organic Cotton,2655,kg,2655.0,8450.0,0.602,13505.7195,1.59831,6369.79,65326.24
51608,Cameroon,Unkown,Air,Recycled Polyester,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Invoiced Separately,8750.0
51641,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,144.28
51668,South Sudan,Unkown,Air,Recycled Polyester,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Invoiced Separately,8900.0
51690,Vietnam,India,Air,Organic Cotton,See ASN-14321 (ID#:18629),kg,1047.0,4100.0,0.602,2584.2054,0.6302939999999999,See ASN-14321 (ID#:18629),39303.0
51717,Ghana,Germany,Air,Organic Cotton,88,lbs,88.0,7000.0,0.602,370.832,0.052976,1472.41,3991.68
51755,Zambia,Japan,Air,Recycled Polyester,667,kg,667.0,7000.0,0.602,2810.738,0.401534,15123.48,138320.0
51763,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,14646.84
51775,Vietnam,Germany,Air,Organic Cotton,1720,lbs,1720.0,9000.0,0.602,9318.96,1.03544,5324.08,427625.42
51803,South Africa,India,Ocean,Organic Cotton,1552,tonnes,1552.0,8450.0,0.0117,153.43848,0.018158399999999998,18114.34,79831.51
51817,South Africa,India,Ocean,Organic Cotton,Weight Captured Separately,tonnes,1047.0,8450.0,0.0117,103.511655,0.012249900000000001,Freight Included in Commodity Cost,280171.15
51818,Côte d'Ivoire,Unkown,Air,Recycled Polyester,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Invoiced Separately,1650.0
51820,Swaziland,Unkown,Air,Recycled Polyester,100,kg,100.0,7000.0,0.602,421.4,0.0602,2274.64,19200.0
51821,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,1636.37
51833,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,493.97
51871,South Africa,India,Ocean,Organic Cotton,2951,tonnes,2951.0,8450.0,0.0117,291.75061500000004,0.03452670000000001,5567.75,303849.98
51883,Nigeria,Unkown,Air,Recycled Polyester,1235,kg,1235.0,7000.0,0.602,5204.29,0.74347,25577.2,244216.0
51888,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,249.54
51895,Tanzania,Unkown,Air,Recycled Polyester,277,kg,277.0,7000.0,0.602,1167.278,0.166754,4379.48,53760.0
